怪物名稱,等級 ,生命值,基礎經驗,掉落物品
Ice Drake (冰龍),64,7700,250,Blue Sonata (藍黑太陽帽)
Ice Drake (冰龍),64,7700,250,Purple Cast Linen (紫色亞麻水手頭巾)
Ice Drake (冰龍),64,7700,250,Red Orientican (紅鋼玉鎧甲)
Ice Drake (冰龍),64,7700,250,Red China (赤陽)
Ice Drake (冰龍),64,7700,250,Brown Jangoon Armor (黃鎮月鎧甲)
Ice Drake (冰龍),64,7700,250,Green Ice Queen (綠鋼玉鎧甲)
Ice Drake (冰龍),64,7700,250,Aqua Platina (藍暴風甲)
Ice Drake (冰龍),64,7700,250,Brown Choro (黃草露)
Ice Drake (冰龍),64,7700,250,White Anakarune (白聖黨之服)
Ice Drake (冰龍),64,7700,250,Red Orientican Pants (紅鋼玉褲)
Ice Drake (冰龍),64,7700,250,Red China Pants (赤陽褲)
Ice Drake (冰龍),64,7700,250,Red Jangoon Skirt (紅鎮月裙)
Ice Drake (冰龍),64,7700,250,Green Ice Queen Skirt (綠鋼玉裙)
Ice Drake (冰龍),64,7700,250,Aqua Platina Pants (藍暴風褲)
Ice Drake (冰龍),64,7700,250,Red Lapiz Sandals (紅水晶涼鞋)
Ice Drake (冰龍),64,7700,250,Bronze Rover (青銅名譽手套)
Ice Drake (冰龍),64,7700,250,Brown Lorin (褐戰魂手套)
Ice Drake (冰龍),64,7700,250,Glaze Capsule (冰晶膠囊)
Ice Drake (冰龍),64,7700,250,Golden Crow (黃金弩)
Ice Drake (冰龍),64,7700,250,Sapphire Gigantic (藍寶戰神拳套)
Ice Drake (冰龍),64,7700,250,Elixir (特殊藥水)
Ice Drake (冰龍),64,7700,250,Mana Elixir (活力藥水)
Ice Drake (冰龍),64,7700,250,Scroll for Helmet for Defense 60% (頭盔防禦力 60% 捲軸)
Ice Drake (冰龍),64,7700,250,Scroll for Earring for DEX 60% (耳環敏捷卷軸60%)
Ice Drake (冰龍),64,7700,250,Scroll for Earring for STR 100% (耳環力量 100% 捲軸)
Ice Drake (冰龍),64,7700,250,Scroll for Shield for ATT 100% (盾牌攻擊力 100% 捲軸)
Ice Drake (冰龍),64,7700,250,Scroll for Two-Handed Axe for Accuracy 60% (雙手斧命中卷軸60%)
Ice Drake (冰龍),64,7700,250,Scroll for Pole Arm for Accuracy 10% (長柄武器命中率 10% 捲軸)
Ice Drake (冰龍),64,7700,250,Dragon Skin (龍皮)
Ice Drake (冰龍),64,7700,250,Ice Backbone (寒冰背部骨)
Ice Drake (冰龍),64,7700,250,The Magic Rock (魔法石)
Ice Drake (冰龍),64,7700,250,Silver Ore (銀的母礦)
Ice Drake (冰龍),64,7700,250,Gold Ore (黃金母礦)
Ice Drake (冰龍),64,7700,250,Sapphire Ore (藍寶石母礦)
Ice Drake (冰龍),64,7700,250,Diamond Ore (鑽石母礦)
Dark Drake (黑龍),68,13000,265,Blue Sonata (藍黑太陽帽)
Dark Drake (黑龍),68,13000,265,Red Seraphis (紅和平之帽)
Dark Drake (黑龍),68,13000,265,Bronze Identity (青銅忍者頭巾)
Dark Drake (黑龍),68,13000,265,Red Orientican (紅鋼玉鎧甲)
Dark Drake (黑龍),68,13000,265,Aqua Platina (藍暴風甲)
Dark Drake (黑龍),68,13000,265,Blue Mystique (藍朱雀之甲)
Dark Drake (黑龍),68,13000,265,Red Viska (紅色威斯克套裝)
Dark Drake (黑龍),68,13000,265,Red Orientican Pants (紅鋼玉褲)
Dark Drake (黑龍),68,13000,265,Aqua Platina Pants (藍暴風褲)
Dark Drake (黑龍),68,13000,265,Blue Mystique Pants (藍朱雀之褲)
Dark Drake (黑龍),68,13000,265,Green Pirate Boots (綠飛影鞋)
Dark Drake (黑龍),68,13000,265,Gold Cleave (黃金盜賊手套)
Dark Drake (黑龍),68,13000,265,Brown Lorin (褐戰魂手套)
Dark Drake (黑龍),68,13000,265,Red Cordon (紅天使手套)
Dark Drake (黑龍),68,13000,265,Gold Ancient Shield (黃金古盾牌)
Dark Drake (黑龍),68,13000,265,Angel Wings (天使之翼)
Dark Drake (黑龍),68,13000,265,Chrono (雷電斧)
Dark Drake (黑龍),68,13000,265,Redemption (銀龍槍)
Dark Drake (黑龍),68,13000,265,Skylar (方天戟)
Dark Drake (黑龍),68,13000,265,White Potion (白色藥水)
Dark Drake (黑龍),68,13000,265,Elixir (特殊藥水)
Dark Drake (黑龍),68,13000,265,Scroll for Helmet for Defense 60% (頭盔防禦力 60% 捲軸)
Dark Drake (黑龍),68,13000,265,Scroll for Helmet for INT 100% (頭盔智力卷軸100%)
Dark Drake (黑龍),68,13000,265,Scroll for Accessory for DEX 100% (飾品敏捷度 100% 捲軸)
Dark Drake (黑龍),68,13000,265,Scroll for Topwear for Defense 60% (上衣防禦力 60% 捲軸)
Dark Drake (黑龍),68,13000,265,Scroll for Bottomwear for DEX 60% (褲裙敏捷卷軸 60%)
Dark Drake (黑龍),68,13000,265,Scroll for Bottomwear for DEX 60% (褲裙敏捷卷軸60%)
Dark Drake (黑龍),68,13000,265,Scroll for Cape for Defense 60% (披風防禦力 60% 捲軸)
Dark Drake (黑龍),68,13000,265,Scroll for Cape for Defense 15% (披風防禦力 15% 捲軸)
Dark Drake (黑龍),68,13000,265,Dragon Skin (龍皮)
Dark Drake (黑龍),68,13000,265,Dark Drake's Horn (黑龍之角)
Dark Drake (黑龍),68,13000,265,Adamantium Ore (朱礦石母礦)
Dark Drake (黑龍),68,13000,265,Orihalcon Ore (紫礦石母礦)
Dark Drake (黑龍),68,13000,265,Gold Ore (黃金母礦)
Dark Drake (黑龍),68,13000,265,Diamond Ore (鑽石母礦)
Dark Drake (黑龍),68,13000,265,Black Crystal Ore (黑水晶母礦)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Red Infinium Circlet (紅神聖之冠)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Blood Nightfox (紅天空之帽)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Bronze Platine (青銅暴風甲)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Red Requierre (紅天上之衣)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Red Viska (紅色威斯克套裝)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Bronze Platine Pants (青銅暴風褲)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Red Lapiz Sandals (紅水晶涼鞋)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Red Mystique Shoes (紅龍皮鞋)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Red Gaia Cape (紅鬥士披風)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Red Arrow for Bow (炎晶弓箭)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Blaze Capsule (烈焰膠囊)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Red Katana (火焰刀)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Mikhail (黃金斧)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,The Judgement (暴風錘)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Kandine (鳳凰刃)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Evil Wings (魔靈之翼)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,The Gold Dragon (黃龍刀)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Red Hinkel (赤神弓)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Beia Crash (拜爾毀滅拳套)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Scroll for Gloves for MATK 60% (手套魔攻 60% 捲軸)
Hot Mixed Golem (混種火焰石巨人),68,13000,275,Hot Stone Block (熱石塊)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Mithril Planet (鋰礦戰盔)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Blue Patriot (藍司令帽)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Blue Studded Top (藍玄武之甲)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Aqua Platina (藍暴風甲)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Blue Linnex (藍飄雲之衣)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Blue Requiem (藍天上之衣)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Blue Studded Pants (藍玄武之褲)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Aqua Platina Pants (藍暴風褲)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Blue Carzen Boots (藍飛魂鞋)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Blue Elf Shoes (藍箭魂鞋)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Blue Gaia Cape (藍鬥士披風)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Blue Bolt for Crossbow (藍色弩箭)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Glaze Capsule (冰晶膠囊)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Golden River (金剛刃)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Angel Wings (天使之翼)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Doombringer (霸王劍)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Chrono (雷電斧)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Redemption (銀龍槍)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Gigantic Sledge (封魂之錘)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Gross Jaeger (破天弩弓)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Blue Scarab (藍閃電甲)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Abyss Shooter (深淵射手)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Scroll for Crossbow for ATT 10% (弩攻擊卷軸10%)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Scroll for Gloves for MATK 10% (手套魔攻 10% 捲軸)
Cold Mixed Golem (混種冰石巨人),68,13000,275,Cold Stone Block (冷石塊)
Tauromacis (月牙牛魔王),70,15000,270,Mithril Planet (鋰礦戰盔)
Tauromacis (月牙牛魔王),70,15000,270,Blue Galaxy (藍十字帽)
Tauromacis (月牙牛魔王),70,15000,270,Purple Nightfox (紫天空之帽)
Tauromacis (月牙牛魔王),70,15000,270,Beige Patriot (黃司令帽)
Tauromacis (月牙牛魔王),70,15000,270,Black Pirate's Bandana (黑色海盜頭巾)
Tauromacis (月牙牛魔王),70,15000,270,Dark Scorpio (黑飛影之服)
Tauromacis (月牙牛魔王),70,15000,270,Blue Ice Queen (藍鋼玉鎧甲)
Tauromacis (月牙牛魔王),70,15000,270,Blue Requiem (藍天上之衣)
Tauromacis (月牙牛魔王),70,15000,270,Dark Requierre (黑天上之衣)
Tauromacis (月牙牛魔王),70,15000,270,Green Lineros (綠飄雲之衣)
Tauromacis (月牙牛魔王),70,15000,270,Dark Scorpio Pants (黑飛影之褲)
Tauromacis (月牙牛魔王),70,15000,270,Blue Ice Queen Skirt (藍鋼玉裙)
Tauromacis (月牙牛魔王),70,15000,270,Red Mystique Shoes (紅龍皮鞋)
Tauromacis (月牙牛魔王),70,15000,270,Green Wing Boots (綠飛翼鞋)
Tauromacis (月牙牛魔王),70,15000,270,Emerald Emperor (馬爾斯綠拳套)
Tauromacis (月牙牛魔王),70,15000,270,Green Larceny (德古拉藍手套)
Tauromacis (月牙牛魔王),70,15000,270,Blue Seraph Cape (藍妖精披風)
Tauromacis (月牙牛魔王),70,15000,270,Steely Throwing-Knives (雷之鏢)
Tauromacis (月牙牛魔王),70,15000,270,The Judgement (暴風錘)
Tauromacis (月牙牛魔王),70,15000,270,Dark Ritual (死靈法杖)
Tauromacis (月牙牛魔王),70,15000,270,Red Hinkel (赤神弓)
Tauromacis (月牙牛魔王),70,15000,270,Brown Scarab (黃閃電甲)
Tauromacis (月牙牛魔王),70,15000,270,Elixir (特殊藥水)
Tauromacis (月牙牛魔王),70,15000,270,Power Elixir (超級藥水)
Tauromacis (月牙牛魔王),70,15000,270,Mana Elixir (活力藥水)
Tauromacis (月牙牛魔王),70,15000,270,Scroll for Topwear for Defense 60% (上衣防禦力 60% 捲軸)
Tauromacis (月牙牛魔王),70,15000,270,Scroll for One-Handed Sword for ATT 60% (單手劍攻擊卷軸60%)
Tauromacis (月牙牛魔王),70,15000,270,Scroll for One-Handed Axe for ATT 60% (單手斧攻擊卷軸60%)
Tauromacis (月牙牛魔王),70,15000,270,Scroll for Spear for ATT 60% (槍攻擊卷軸60%)
Tauromacis (月牙牛魔王),70,15000,270,Scroll for Pole Arm for ATT 60% (矛攻擊卷軸60%)
Tauromacis (月牙牛魔王),70,15000,270,Tauromacis Horn (月牙牛魔王的角)
Tauromacis (月牙牛魔王),70,15000,270,The Magic Rock (魔法石)
Tauromacis (月牙牛魔王),70,15000,270,Gold Ore (黃金母礦)
Commander Skeleton (骷髏指揮官),73,15300,315,Blue Orientican (藍鋼玉鎧甲)
Commander Skeleton (骷髏指揮官),73,15300,315,Red Ice Queen (紅鋼玉鎧甲)
Commander Skeleton (骷髏指揮官),73,15300,315,Bloody Mantis (赤飛影之服)
Commander Skeleton (骷髏指揮官),73,15300,315,Blue Linnex (藍飄雲之衣)
Commander Skeleton (骷髏指揮官),73,15300,315,Brown Requierre (褐天上之衣)
Commander Skeleton (骷髏指揮官),73,15300,315,Beige Lineros (褐飄雲之衣)
Commander Skeleton (骷髏指揮官),73,15300,315,Blue Orientican Pants (藍鋼玉褲)
Commander Skeleton (骷髏指揮官),73,15300,315,Red Ice Queen Skirt (紅鋼玉裙)
Commander Skeleton (骷髏指揮官),73,15300,315,Bloody Mantis Pants (赤飛影之褲)
Commander Skeleton (骷髏指揮官),73,15300,315,Green Pirate Boots (綠飛影鞋)
Commander Skeleton (骷髏指揮官),73,15300,315,Green Enigma Shoes (綠密林之鞋)
Commander Skeleton (骷髏指揮官),73,15300,315,Blue Wing Boots (藍飛翼鞋)
Commander Skeleton (骷髏指揮官),73,15300,315,Red Rivers Boots (紅色水晶靴)
Commander Skeleton (骷髏指揮官),73,15300,315,Blue Halfglove (藍色伯爵手套)
Commander Skeleton (骷髏指揮官),73,15300,315,Steel Aquila Shield (青銅尖刺護盾)
Commander Skeleton (骷髏指揮官),73,15300,315,Elixir (特殊藥水)
Commander Skeleton (骷髏指揮官),73,15300,315,Mana Elixir (活力藥水)
Commander Skeleton (骷髏指揮官),73,15300,315,Wizard Potion (強效魔力水)
Commander Skeleton (骷髏指揮官),73,15300,315,Warrior Potion (攻擊藥水)
Commander Skeleton (骷髏指揮官),73,15300,315,Scroll for Earring for INT 60% (耳環智力卷軸60%)
Commander Skeleton (骷髏指揮官),73,15300,315,Scroll for Topwear for STR 60% (上衣力量卷軸60%)
Commander Skeleton (骷髏指揮官),73,15300,315,Scroll for Overall Armor for LUK 60% (套服幸運卷軸60%)
Commander Skeleton (骷髏指揮官),73,15300,315,Scroll for Gloves for ATT 60% (手套攻擊卷軸60%)
Commander Skeleton (骷髏指揮官),73,15300,315,Horse Skull (馬頭骨)
Commander Skeleton (骷髏指揮官),73,15300,315,The Summoning Rock (召喚石)
Commander Skeleton (骷髏指揮官),73,15300,315,Bronze Ore (青銅母礦)
Commander Skeleton (骷髏指揮官),73,15300,315,Garnet Ore (石榴石母礦)
Commander Skeleton (骷髏指揮官),73,15300,315,Amethyst Ore (紫水晶母礦)
Commander Skeleton (骷髏指揮官),73,15300,315,AquaMarine Ore (海藍石母礦)
Commander Skeleton (骷髏指揮官),73,15300,315,Diamond Ore (鑽石母礦)
Taurospear (長槍牛魔王),75,18000,350,Mithril Planet (鋰礦戰盔)
Taurospear (長槍牛魔王),75,18000,350,White Nightfox (白天空之帽)
Taurospear (長槍牛魔王),75,18000,350,Brown Pireta Hat (褐色海盜帽)
Taurospear (長槍牛魔王),75,18000,350,Green Ice Queen (綠鋼玉鎧甲)
Taurospear (長槍牛魔王),75,18000,350,Red Mystique (紅朱雀之甲)
Taurospear (長槍牛魔王),75,18000,350,Green Pris (綠宮衣)
Taurospear (長槍牛魔王),75,18000,350,Dark Anakarune (黑聖黨之服)
Taurospear (長槍牛魔王),75,18000,350,Dark Requierre (黑天上之衣)
Taurospear (長槍牛魔王),75,18000,350,Green Enigma (綠神仙之服)
Taurospear (長槍牛魔王),75,18000,350,Beige Lineros (褐飄雲之衣)
Taurospear (長槍牛魔王),75,18000,350,Green Ice Queen Skirt (綠鋼玉裙)
Taurospear (長槍牛魔王),75,18000,350,Red Mystique Pants (紅朱雀之褲)
Taurospear (長槍牛魔王),75,18000,350,Dark Elf Shoes (黑箭魂鞋)
Taurospear (長槍牛魔王),75,18000,350,Blue Rivers Boots (藍色水晶靴)
Taurospear (長槍牛魔王),75,18000,350,Dark Lorin (黑戰魂手套)
Taurospear (長槍牛魔王),75,18000,350,Mithril Husk (鋰礦暗影手套)
Taurospear (長槍牛魔王),75,18000,350,Steel Ancient Shield (鋼鐵古盾牌)
Taurospear (長槍牛魔王),75,18000,350,Silver Ancient Shield (銀古盾牌)
Taurospear (長槍牛魔王),75,18000,350,Red Seraph Cape (紅妖精披風)
Taurospear (長槍牛魔王),75,18000,350,Buck (樹靈之斧)
Taurospear (長槍牛魔王),75,18000,350,Dark Ritual (死靈法杖)
Taurospear (長槍牛魔王),75,18000,350,Chrono (雷電斧)
Taurospear (長槍牛魔王),75,18000,350,Gigantic Sledge (封魂之錘)
Taurospear (長槍牛魔王),75,18000,350,Golden Hinkel (黃神弓)
Taurospear (長槍牛魔王),75,18000,350,Beia Crash (拜爾毀滅拳套)
Taurospear (長槍牛魔王),75,18000,350,Power Elixir (超級藥水)
Taurospear (長槍牛魔王),75,18000,350,Dark Scroll for Accessory for STR 70% (黑暗飾品力量 70% 捲軸)
Taurospear (長槍牛魔王),75,18000,350,Scroll for Two-Handed Axe for ATT 60% (雙手斧攻擊力 60% 捲軸)
Taurospear (長槍牛魔王),75,18000,350,Scroll for Two-Handed Axe for Accuracy 10% (雙手斧命中卷軸10%)
Taurospear (長槍牛魔王),75,18000,350,Taurospear Horn (長槍牛魔王之角)
Taurospear (長槍牛魔王),75,18000,350,The Summoning Rock (召喚石)
Taurospear (長槍牛魔王),75,18000,350,Adamantium Ore (朱礦石母礦)
Taurospear (長槍牛魔王),75,18000,350,Black Crystal Ore (黑水晶母礦)
Tauroshield (牛魔防禦者),80,27000,900,Pan Lid (鍋蓋)
Tauroshield (牛魔防禦者),80,27000,900,Jurgen Wristguard (敏捷盾牌)
Tauroshield (牛魔防禦者),80,27000,900,Palette (調色盤)
Tauroshield (牛魔防禦者),80,27000,900,Silver Aquila Shield (銀尖刺護盾)
Tauroshield (牛魔防禦者),80,27000,900,Gold Aquila Shield (金尖刺護盾)
Tauroshield (牛魔防禦者),80,27000,900,Esther Shield (鑽石護盾)
Tauroshield (牛魔防禦者),80,27000,900,Scroll for Shield for Magic ATT 100% (盾牌魔攻 100% 捲軸)
Tauroshield (牛魔防禦者),80,27000,900,Scroll for Shield for ATT 100% (盾牌攻擊力 100% 捲軸)
Tauroshield (牛魔防禦者),80,27000,900,Scroll for Gloves for ATT 10% (手套攻擊卷軸10%)
Tauroshield (牛魔防禦者),80,27000,900,Dexterous Crystal Ore (敏捷水晶母礦)
Tauroshield (牛魔防禦者),80,27000,900,Emerald Ore (祖母綠母礦)
Tauroshield (牛魔防禦者),80,27000,900,Tauroshield Horn (牛魔防禦者之角)
Mano (紅寶王),20,2000,210,Gold Burgernet Helm (黃金騎士頭盔)
Mano (紅寶王),20,2000,210,Red Wizardry Hat (紅色法師帽)
Mano (紅寶王),20,2000,210,Dark Tiberian (黑提貝之帽)
Mano (紅寶王),20,2000,210,Black Hunter (黑獵人帽)
Mano (紅寶王),20,2000,210,Brown Pitz Bandana (褐色皮茲頭巾)
Mano (紅寶王),20,2000,210,Black Bennis Chainmail (黑獵人服)
Mano (紅寶王),20,2000,210,Dark Master Sergeant (黑軍官鎧甲)
Mano (紅寶王),20,2000,210,Black Sneak (黑敏捷之服)
Mano (紅寶王),20,2000,210,Red Shark (紅騎士甲)
Mano (紅寶王),20,2000,210,Red Bennis Chainmail (紅打獵服)
Mano (紅寶王),20,2000,210,Gold Sneak (綠敏捷之服)
Mano (紅寶王),20,2000,210,White Doros Robe (白魔者之袍)
Mano (紅寶王),20,2000,210,Red Doroness Robe (紅魔者之袍)
Mano (紅寶王),20,2000,210,Brown Turk Gally (褐色海盜服)
Mano (紅寶王),20,2000,210,Dark War Boots (黑戰鬥鞋)
Mano (紅寶王),20,2000,210,Red Jack Boots (紅皮製長靴)
Mano (紅寶王),20,2000,210,Black Windshoes (黑飄風鞋)
Mano (紅寶王),20,2000,210,Black Lappy Boots (黑追擊鞋)
Mano (紅寶王),20,2000,210,Brown Wooden Krag (褐色木鞋)
Mano (紅寶王),20,2000,210,White Fingerless Gloves (白紋短手套)
Mano (紅寶王),20,2000,210,Dark Savata (黑命中手套)
Mano (紅寶王),20,2000,210,Dark Mesana (黑賢者手套)
Mano (紅寶王),20,2000,210,Dark Wolfskin (黑精神手套)
Mano (紅寶王),20,2000,210,Hard Leather Glove (褐色堅固皮手腕)
Mano (紅寶王),20,2000,210,Hammer (錘子)
Mano (紅寶王),20,2000,210,Red Potion (紅色藥水)
Mano (紅寶王),20,2000,210,Green Apple (青蘋果)
Mano (紅寶王),20,2000,210,Sunrise Dew (清晨之露)
Mano (紅寶王),20,2000,210,Scroll for Helmet for Defense 60% (頭盔防禦力 60% 捲軸)
Mano (紅寶王),20,2000,210,Scroll for Helmet for Defense 10% (頭盔防禦力 10% 捲軸)
Mano (紅寶王),20,2000,210,Scroll for Earring for INT 60% (耳環智力卷軸60%)
Mano (紅寶王),20,2000,210,Scroll for Earring for INT 10% (耳環智力卷軸10%)
Mano (紅寶王),20,2000,210,Scroll for Topwear for Defense 60% (上衣防禦力 60% 捲軸)
Mano (紅寶王),20,2000,210,Scroll for Topwear for Defense 10% (上衣防禦力 10% 捲軸)
Mano (紅寶王),20,2000,210,Scroll for Topwear for STR 60% (上衣力量卷軸60%)
Mano (紅寶王),20,2000,210,Scroll for Overall Armor for DEX 60% (套服敏捷卷軸60%)
Mano (紅寶王),20,2000,210,Scroll for Bottomwear for Defense 60% (褲裙防禦力 60% 捲軸)
Mano (紅寶王),20,2000,210,Scroll for Shield for ATT 100% (盾牌攻擊力 100% 捲軸)
Mano (紅寶王),20,2000,210,Scroll for Cape for INT 60% (披風智力卷軸60%)
Mano (紅寶王),20,2000,210,Scroll for One-Handed Axe for Accuracy 10% (單手斧命中卷軸10%)
Mano (紅寶王),20,2000,210,Scroll for One-Handed BW for ATT 60% (單手棍攻擊卷軸60%)
Mano (紅寶王),20,2000,210,Scroll for Dagger for ATT 10% (短劍攻擊卷軸10%)
Mano (紅寶王),20,2000,210,Scroll for Wand for Magic ATT 60% (短杖魔力卷軸60%)
Mano (紅寶王),20,2000,210,Scroll for Wand for Magic ATT 10% (短杖魔力卷軸10%)
